target_index,tic_id,tic_name,ads_search_query,simbad_object_query,simbad_coordinate_query,ra_deg,dec_deg,plx_mas,vmag,kmag,teff_k,lum_rel_solar,hz_inner_mas,hz_outer_mas,t_exposure_hr,n_cover,t_tot_day,recommended_next_crossmatch,literature_search_name,simbad_main_id,literature_search_aliases,mast_hip,mast_tyc,mast_gaia,mast_twomass,mast_kic
177,213041474,TIC 213041474,"""TIC 213041474""",TIC 213041474,75.20416315 -5.75367250,75.20416315,-5.753672501,113.024,6.23036,3.706,4930.93,0.2902331,47.24414233,115.7588419,4.28128011367471,3,0.535160014209339,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 32147,HD 32147,HD 32147 | HR 1614 | HIP 23311 | TYC 4762-1490-1 | Gaia DR3 3211461469444773376 | Gaia DR2 3211461469444773376 | 2MASS J05004896-0545117 | TIC 213041474,23311,4762-01490-1,3211461469444773376,05004896-0545117,
178,30016911,TIC 30016911,"""TIC 30016911""",TIC 30016911,43.13386744 -12.76971407,43.13386744,-12.76971407,96.54,6.04986,4.167,5224.84,0.4009418,46.89825901,113.2669641,7.51222891754681,3,0.939028614693351,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 17925,HD 17925,HD 17925 | HR 857 | HIP 13402 | TYC 5292-897-1 | Gaia DR3 5160075762132996992 | Gaia DR2 5160075762132996992 | 2MASS J02523210-1246109 | TIC 30016911,13402,5292-00897-1,5160075762132996992,02523210-1246109,
179,206686962,TIC 206686962,"""TIC 206686962""",TIC 206686962,344.10022210 -31.56556530,344.1002221,-31.5655653,131.438,6.48,3.805,4617.31,0.1963484,45.70214881,113.7533345,2.46235579172257,3,0.307794473965321,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",Fomalhaut B,V* TW PsA,Fomalhaut B | HD 216803 | HR 8721 | alf PsA B | HIP 113283 | TYC 7505-100-1 | Gaia DR3 6604147121141267712 | Gaia DR2 6604147121141267712 | 2MASS J22562403-3133559 | TIC 206686962,113283,7505-00100-1,6604147121141267712,22562403-3133559,
180,93279196,TIC 93279196,"""TIC 93279196""",TIC 93279196,86.11057040 -22.42183730,86.1105704,-22.4218373,112.4,6.172,4.131,5250.0,0.2796302,45.5551664,109.8895738,4.01660673194576,3,0.50207584149322,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 38392,V* AK Lep,HD 38392 | HR 1982 | gam Lep B | TYC 5930-2196-1 | Gaia DR3 2964001014514075520 | Gaia DR2 2964001014514075520 | 2MASS J05442655-2225184 | TIC 93279196,,5930-02196-1,2964001014514075520,05442655-2225184,
181,220017951,TIC 220017951,"""TIC 220017951""",TIC 220017951,32.60799609 -50.82374090,32.60799609,-50.8237409,92.7042,6.12,4.125,5188.5,0.4080032,45.49438144,110.0700078,8.67993939981699,3,1.08499242497712,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 13445,HD 13445,HD 13445 | HR 637 | HIP 10138 | TYC 8048-1022-1 | Gaia DR3 4937000898856156288 | Gaia DR2 4937000898855759104 | 2MASS J02102587-5049258 | TIC 220017951,10138,8048-01022-1,4937000898855759104,02102587-5049258,
182,198304072,TIC 198304072,"""TIC 198304072""",TIC 198304072,222.56587820 23.91184256,222.5658782,23.91184256,54.9068,5.89202,4.458,6030.0,1.244053,45.49246078,105.9075338,61.8957690201559,3,7.73697112751949,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 130948,HD 130948,HD 130948 | HD 130948A | HR 5534 | HIP 72567 | TYC 2016-334-1 | Gaia DR3 1265976524286377856 | Gaia DR2 1265976524286377856 | 2MASS J14501581+2354424 | TIC 198304072,72567,2016-00334-1,1265976524286377856,14501581+2354424,
183,15736408,TIC 15736408,"""TIC 15736408""",TIC 15736408,61.33441015 22.00890443,61.33441015,22.00890443,59.1895,5.903,4.381,5848.0,1.05278,45.44282601,106.6267323,46.8723510625885,3,5.85904388282357,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 25680,39 Tau,HD 25680 | HR 1262 | 39 Tau | HIP 19076 | TYC 1262-1646-1 | Gaia DR3 53112944270520832 | Gaia DR2 53112944270520832 | 2MASS J04052023+2200321 | TIC 15736408,19076,1262-01646-1,53112944270520832,04052023+2200321,
184,83391616,TIC 83391616,"""TIC 83391616""",TIC 83391616,214.75373190 -25.81542556,214.7537319,-25.81542556,55.5509,5.87,4.512,6152.0,1.208327,45.14355544,104.5612596,58.0722532927664,3,7.2590316615958,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 125276,HD 125276,HD 125276 | HR 5356 | HIP 69965 | TYC 6735-1289-1 | Gaia DR3 6270906415441316224 | Gaia DR2 6270906415441316224 | 2MASS J14190091-2548557 | TIC 83391616,69965,6735-01289-1,6270906415441316224,14190091-2548557,
185,403585118,TIC 403585118,"""TIC 403585118""",TIC 403585118,304.38053450 66.85368932,304.3805345,66.85368932,57.2564,5.92922,4.451,5934.55,1.111287,45.00710642,105.2064514,52.645928120266,3,6.58074101503325,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 193664,HD 193664,HD 193664 | HR 7783 | HIP 100017 | TYC 4245-1794-1 | Gaia DR3 2246581329639103872 | Gaia DR2 2246581329639103872 | 2MASS J20173128+6651130 | TIC 403585118,100017,4245-01794-1,2246581329639103872,20173128+6651130,
186,176521059,TIC 176521059,"""TIC 176521059""",TIC 176521059,87.14558394 -4.09464432,87.14558394,-4.094644316,65.5534,5.96,4.405,5735.0,0.8268405,44.80608782,105.6623966,31.4045037889989,3,3.92556297362486,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 38858,HD 38858,HD 38858 | HR 2007 | HIP 27435 | TYC 4776-1306-1 | Gaia DR3 3023711269067191296 | Gaia DR2 3023711269067191296 | 2MASS J05483495-0405404 | TIC 176521059,27435,4776-01306-1,3023711269067191296,05483495-0405404,
187,179348425,TIC 179348425,"""TIC 179348425""",TIC 179348425,236.87125280 -37.91631175,236.8712528,-37.91631175,65.5328,6.01,4.323,5586.72,0.8168817,44.7890149,106.3375324,32.0503890700319,3,4.00629863375398,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 140901,HD 140901,HD 140901 | HR 5864 | HIP 77358 | TYC 7837-930-1 | Gaia DR3 6009538585839374336 | Gaia DR2 6009538585839374336 | 2MASS J15472911-3754587 | TIC 179348425,77358,7837-00930-1,6009538585839374336,15472911-3754587,
188,611726941,TIC 611726941,"""TIC 611726941""",TIC 611726941,0.54308808 27.08179911,0.543088081,27.08179911,79.0696,5.6953,4.070000172,5570.0,0.559188824,44.74197,106.3078312,15.2213275590762,3,1.90266594488453,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 224930,85 Peg,HD 224930 | HR 9088 | 85 Peg | HIP 171 | TYC 1732-2731-1 | Gaia DR3 2853900872207888768 | Gaia DR2 2853900872207150720 | 2MASS J00021014+2704570 | TIC 117956546,,,2853900872207150720,,
189,91686663,TIC 91686663,"""TIC 91686663""",TIC 91686663,105.87691200 29.33708242,105.876912,29.33708242,52.7681,5.94874,4.539,5886.0,1.28597,44.70700325,104.7256251,72.9488541092948,3,9.11860676366185,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 52711,HD 52711,HD 52711 | HR 2643 | HIP 34017 | TYC 1907-321-1 | Gaia DR3 887822001246832384 | Gaia DR2 887822001246832384 | 2MASS J07033043+2920150 | TIC 91686663,34017,1907-00321-1,887822001246832384,07033043+2920150,
190,389853353,TIC 389853353,"""TIC 389853353""",TIC 389853353,191.24752110 39.27891620,191.2475211,39.2789162,56.9309,5.956,4.465,5911.0,1.091918,44.40136973,103.896492,53.5832546868483,3,6.69790683585603,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 110897,10 CVn,HD 110897 | HR 4845 | 10 CVn | HIP 62207 | TYC 3021-2548-1 | Gaia DR3 1521686782461765888 | Gaia DR2 1521686782461765888 | 2MASS J12445938+3916441 | TIC 389853353,62207,3021-02548-1,1521686782461765888,12445938+3916441,
191,238432056,TIC 238432056,"""TIC 238432056""",TIC 238432056,1.65326704 29.02150289,1.653267044,29.02150289,72.5764,6.1,4.314,5489.0,0.6472669,44.3282757,105.7222817,21.5080967158932,3,2.68851208948665,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 166,HD 166,HD 166 | HR 8 | HIP 544 | TYC 1735-927-1 | Gaia DR3 2860924621205256704 | Gaia DR2 2860924621205256704 | 2MASS J00063674+2901175 | TIC 238432056,544,1735-00927-1,2860924621205256704,00063674+2901175,
192,329574145,TIC 329574145,"""TIC 329574145""",TIC 329574145,271.59882970 -36.01978596,271.5988297,-36.01978596,58.1258,5.94,4.469,5923.19,1.043707,44.29957422,103.603486,49.2045070174023,3,6.15056337717529,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 165185,HD 165185,HD 165185 | HR 6748 | HIP 88694 | TYC 7403-6261-1 | Gaia DR3 4038724053986441856 | Gaia DR2 4038724053986441856 | 2MASS J18062370-3601113 | TIC 329574145,88694,7403-06261-1,4038724053986441856,18062370-3601113,
193,355127594,TIC 355127594,"""TIC 355127594""",TIC 355127594,137.21279390 33.88221892,137.2127939,33.88221892,52.5197,5.95467,4.545,5984.0,1.267423,44.00176676,102.6379161,72.8711275022233,3,9.10889093777791,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 78366,HD 78366,HD 78366 | HR 3625 | HIP 44897 | TYC 2495-846-1 | Gaia DR3 714116137767540096 | Gaia DR2 714116137767540096 | 2MASS J09085105+3352556 | TIC 355127594,44897,2495-00846-1,714116137767540096,09085105+3352556,
194,62569281,TIC 62569281,"""TIC 62569281""",TIC 62569281,133.57477910 -5.43445736,133.5747791,-5.434457358,59.3469,6.00804,4.456,5776.65,0.9711944,43.88859462,103.3059232,45.8339465125986,3,5.72924331407482,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 76151,HD 76151,HD 76151 | HR 3538 | HIP 43726 | TYC 4873-1792-1 | Gaia DR3 5760701787150565888 | Gaia DR2 5760701787150565888 | 2MASS J08541798-0526040 | TIC 62569281,43726,4873-01792-1,5760701787150565888,08541798-0526040,
195,301880196,TIC 301880196,"""TIC 301880196""",TIC 301880196,326.13054160 14.77193953,326.1305416,14.77193953,55.1631,5.97707,4.559,5927.14,1.135527,43.8449983,102.5228257,60.206430961478,3,7.52580387018474,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 206860,V* HN Peg,HD 206860 | HR 8314 | HIP 107350 | TYC 1133-1258-1 | Gaia DR3 1772187382746856320 | Gaia DR2 1772187382746856320 | 2MASS J21443131+1446190 | TIC 301880196,107350,1133-01258-1,1772187382746856320,21443131+1446190,
196,311063391,TIC 311063391,"""TIC 311063391""",TIC 311063391,85.33473220 53.48105850,85.3347322,53.4810585,81.43,6.22156,4.272,5249.0,0.4776798,43.13693239,104.0612539,13.8544318711009,3,1.73180398388762,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 37394,HD 37394,HD 37394 | HR 1925 | HIP 26779 | TYC 3749-1334-1 | Gaia DR3 263916708025623680 | Gaia DR2 263916708025623680 | 2MASS J05412033+5328523 | TIC 311063391,26779,3749-01334-1,263916708025623680,05412033+5328523,
197,352402781,TIC 352402781,"""TIC 352402781""",TIC 352402781,301.38652180 -67.32089691,301.3865218,-67.32089691,55.8197,6.074,4.511,5725.87,1.035745,42.71742359,100.7782552,57.9254726388917,3,7.24068407986146,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 189567,HD 189567,HD 189567 | HR 7644 | HIP 98959 | TYC 9098-1638-1 | Gaia DR3 6427244702486210816 | Gaia DR2 6427244702486210816 | 2MASS J20053286-6719156 | TIC 352402781,98959,9098-01638-1,6427244702486210816,20053286-6719156,
198,172607904,TIC 172607904,"""TIC 172607904""",TIC 172607904,238.30040410 13.19662297,238.3004041,13.19662297,57.583,6.099,4.527,5829.0,0.9568159,42.17862824,99.05056211,50.2391820682433,3,6.27989775853041,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 142267,39 Ser,HD 142267 | HR 5911 | 39 Ser | HIP 77801 | TYC 955-1148-1 | Gaia DR3 1191518146611956096 | Gaia DR2 1191518146611956096 | 2MASS J15531211+1311489 | TIC 172607904,77801,0955-01148-1,1191518146611956096,15531211+1311489,
199,75946144,TIC 75946144,"""TIC 75946144""",TIC 75946144,272.40590120 38.45777670,272.4059012,38.4577767,90.1264,6.39435,4.232,4970.0,0.3630343,42.0720637,102.8866428,9.52956929556662,3,1.19119616194583,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 166620,HD 166620,HD 166620 | HR 6806 | HIP 88972 | TYC 3102-1975-1 | Gaia DR3 4610177733290768896 | Gaia DR2 4610177733290768896 | 2MASS J18093745+3827288 | TIC 75946144,88972,3102-01975-1,4610177733290768896,18093745+3827288,
200,254147274,TIC 254147274,"""TIC 254147274""",TIC 254147274,286.71860130 -37.81065911,286.7186013,-37.81065911,59.0802,6.15,4.539,5625.03,0.8780776,41.79935258,99.06499193,46.2095756707182,3,5.77619695883978,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 177565,HD 177565,HD 177565 | HR 7232 | HIP 93858 | TYC 7917-565-1 | Gaia DR3 6718894388002453120 | Gaia DR2 6718894388002453120 | 2MASS J19065247-3748380 | TIC 254147274,93858,7917-00565-1,6718894388002453120,19065247-3748380,
201,202380743,TIC 202380743,"""TIC 202380743""",TIC 202380743,209.38357990 61.49286093,209.3835799,61.49286093,99.2285,6.49728,4.094,4931.45,0.2910857,41.53768208,101.774096,6.49532022312795,3,0.811915027890993,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 122064,HD 122064,HD 122064 | HR 5256 | HIP 68184 | TYC 4171-1430-1 | Gaia DR3 1661568850770761600 | Gaia DR2 1661568850770761600 | 2MASS J13573203+6129343 | TIC 202380743,68184,4171-01430-1,1661568850770761600,13573203+6129343,
202,219880402,TIC 219880402,"""TIC 219880402""",TIC 219880402,261.25070000 67.30684800,261.2507,67.306848,78.3429,6.431,4.515,5256.0,0.475918419,41.41356078,99.87017292,15.7151701796912,3,1.9643962724614,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 158633,HD 158633,HD 158633 | HR 6518 | HIP 85235 | TYC 4210-849-1 | Gaia DR3 1637110042813188608 | Gaia DR2 1637110042813188608 | 2MASS J17250019+6718246 | TIC 219880402 | TIC 1400994843,85235,4210-00849-1,1637110042813188608,17250019+6718246,
203,309599261,TIC 309599261,"""TIC 309599261""",TIC 309599261,178.24486460 37.71868204,178.2448646,37.71868204,108.955,6.42,4.373,4934.45,0.2352067,40.99385468,100.4266772,4.44706178294989,3,0.555882722868737,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 103095,HD 103095,HD 103095 | HR 4550 | HIP 57939 | TYC 3014-574-1 | Gaia DR3 4034171629042489088 | Gaia DR2 4034171629042489088 | 2MASS J11525880+3743060 | TIC 309599261,57939,3014-00574-1,4034171629042489088,11525880+3743060,
204,274764311,TIC 274764311,"""TIC 274764311""",TIC 274764311,301.29072970 38.47848674,301.2907297,38.47848674,52.5858,6.166,4.621,5767.2,1.068263,40.80127881,96.07945614,71.2999831781616,3,8.9124978972702,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 190771,HD 190771,HD 190771 | HR 7683 | HIP 98921 | TYC 3150-3061-1 | Gaia DR3 2061876742143320064 | Gaia DR2 2061876742143320064 | 2MASS J20050978+3828424 | TIC 274764311,98921,3150-03061-1,2061876742143320064,20050978+3828424,3393677
205,457880598,TIC 457880598,"""TIC 457880598""",TIC 457880598,210.88479680 10.78678889,210.8847968,10.78678889,60.8403,6.27233,4.459,5523.0,0.7590733,40.18672152,95.69281369,40.719716010628,3,5.0899645013285,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 122742,HD 122742,HD 122742 | HR 5273 | HIP 68682 | TYC 904-1278-1 | Gaia DR3 3724242219117947904 | Gaia DR2 3724242219117947904 | 2MASS J14033235+1047121 | TIC 457880598,68682,0904-01278-1,3724242219117947904,14033235+1047121,
206,393844873,TIC 393844873,"""TIC 393844873""",TIC 393844873,128.21456580 -31.50085074,128.2145658,-31.50085074,82.09,6.38,4.438,5213.0,0.4035721,40.02775228,96.72897056,12.8605750388336,3,1.6075718798542,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 72673,HD 72673,HD 72673 | HR 3384 | HIP 41926 | TYC 7135-2774-1 | Gaia DR3 5640565607657897728 | Gaia DR2 5640565607657897728 | 2MASS J08325148-3130031 | TIC 393844873,41926,7135-02774-1,5640565607657897728,08325148-3130031,
207,72748794,TIC 72748794,"""TIC 72748794""",TIC 72748794,34.74376955 -25.94568706,34.74376955,-25.94568706,77.9153,6.33,4.551,5373.0,0.4457599,39.67666637,95.14727379,15.404651336784,3,1.92558141709799,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 14412,HD 14412,HD 14412 | HR 683 | HIP 10798 | TYC 6433-2414-1 | Gaia DR3 5117974602912370432 | Gaia DR2 5117974602912370432 | 2MASS J02185853-2556451 | TIC 72748794,10798,6433-02414-1,5117974602912370432,02185853-2556451,
208,446436963,TIC 446436963,"""TIC 446436963""",TIC 446436963,215.81368650 1.24156720,215.8136865,1.2415672,57.3445,6.26276,4.644,5714.0,0.837097,39.47108841,93.16937847,49.9518512639059,3,6.24398140798824,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 126053,HD 126053,HD 126053 | HR 5384 | HIP 70319 | TYC 318-438-1 | Gaia DR3 3654496279558010624 | Gaia DR2 3654496279558010624 | 2MASS J14231528+0114294 | TIC 446436963,70319,0318-00438-1,3654496279558010624,14231528+0114294,
209,394547839,TIC 394547839,"""TIC 394547839""",TIC 394547839,290.89172230 33.22196525,290.8917223,33.22196525,64.0623,6.376,4.493,5359.0,0.6517537,39.46831112,94.71066839,33.504785541826,3,4.18809819272825,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 182488,HD 182488,HD 182488 | HR 7368 | HIP 95319 | TYC 2658-2556-1 | Gaia DR3 2046207670631964928 | Gaia DR2 2046207670631964928 | 2MASS J19233402+3313190 | TIC 394547839,95319,2658-02556-1,2046207670631964928,19233402+3313190,
210,160010717,TIC 160010717,"""TIC 160010717""",TIC 160010717,192.19603440 24.84022785,192.1960344,24.84022785,58.4809,6.28983,4.645,5617.0,0.7949011,39.37972269,93.36479334,46.6329931463347,3,5.82912414329183,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 111395,HD 111395,HD 111395 | HR 4864 | HIP 62523 | TYC 1990-3779-1 | Gaia DR3 3957887649746830976 | Gaia DR2 3957887649746830976 | 2MASS J12484706+2450250 | TIC 160010717,62523,1990-03779-1,3957887649746830976,12484706+2450250,
211,35229531,TIC 35229531,"""TIC 35229531""",TIC 35229531,138.07311900 14.99603980,138.073119,14.9960398,50.2302,6.49541,4.664,5433.0,1.057070515,39.29497418,93.96471144,87.0940316497771,3,10.8867539562221,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 79096,pi.01 Cnc,HD 79096 | HR 3650 | pi.01 Cnc | 81 Cnc | HIP 45170 | TYC 825-1543-1 | Gaia DR3 607464716759460480 | Gaia DR2 607464716759460480 | 2MASS J09121762+1459454 | TIC 35229531,45170,0825-01543-1,607464716759460480,09121762+1459454,
212,59476871,TIC 59476871,"""TIC 59476871""",TIC 59476871,260.71369880 -2.38817773,260.7136988,-2.388177728,50.8591,6.29475,4.686,5712.0,1.038009,38.98555945,92.03161813,80.0281459344839,3,10.0035182418105,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 157347,HD 157347,HD 157347 | HR 6465 | HIP 85042 | TYC 5071-891-1 | Gaia DR3 4367026303085396352 | Gaia DR2 4367026303085396352 | 2MASS J17225127-0223173 | TIC 59476871,85042,5071-00891-1,4367026303085396352,17225127-0223173,
213,188401533,TIC 188401533,"""TIC 188401533""",TIC 188401533,310.04897760 -23.77386796,310.0489776,-23.77386796,68.1348,6.36,4.597,5473.0,0.5596697,38.72201231,92.42064547,25.5878583098653,3,3.19848228873317,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 196761,HD 196761,HD 196761 | HR 7898 | HIP 101997 | TYC 6921-1792-1 | Gaia DR3 6854626246593473792 | Gaia DR2 6854626246593473792 | 2MASS J20401173-2346262 | TIC 188401533,101997,6921-01792-1,6854626246593473792,20401173-2346262,
214,1400994843,TIC 1400994843,"""TIC 1400994843""",TIC 1400994843,261.25040950 67.30670837,261.2504095,67.30670837,78.1653,6.3985,4.510000229,5366.0,0.4127371,38.31191744,91.90509531,14.9283790705763,3,1.86604738382204,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 158633,HD 158633,HD 158633 | HR 6518 | HIP 85235 | TYC 4210-849-1 | Gaia DR3 1637110042813188608 | Gaia DR2 1637110042813188608 | 2MASS J17250019+6718246 | TIC 219880402 | TIC 1400994843,,,1637110042813188608,,
215,124494439,TIC 124494439,"""TIC 124494439""",TIC 124494439,93.43873151 -23.86193577,93.43873151,-23.86193577,59.7617,6.377,4.726,5617.0,0.708468,37.9913844,90.07320291,42.01070786047,3,5.25133848255875,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 43162,HD 43162,HD 43162 | HR 2225 | HIP 29568 | TYC 6505-2273-1 | Gaia DR3 2913411183149615744 | Gaia DR2 2913411183149615744 | 2MASS J06134528-2351433 | TIC 124494439,29568,6505-02273-1,2913411183149615744,06134528-2351433,
216,265344685,TIC 265344685,"""TIC 265344685""",TIC 265344685,358.10586120 75.54454683,358.1058612,75.54454683,91.6755,6.38853,4.148,4721.48,0.274049421,37.52203524,92.90445769,8.60214128392581,3,1.07526766049073,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 223778,HD 223778,HD 223778 | HR 9038 | HIP 117712 | TYC 4602-552-1 | Gaia DR3 2232348941893483520 | Gaia DR2 2232348941892509184 | 2MASS J23522534+7532403 | TIC 265344685,117712,4602-00552-1,2232348941892509184,23522534+7532403,
217,72510218,TIC 72510218,"""TIC 72510218""",TIC 72510218,207.83475730 -24.39051197,207.8347573,-24.39051197,53.8785,6.43,4.665,5662.73,0.8218037,36.82128725,87.11682764,62.2187113385494,2,5.18489261154579,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 120690,HD 120690,HD 120690 | HR 5209 | HIP 67620 | TYC 6720-1406-1 | Gaia DR3 6190970236474307200 | Gaia DR2 6190970236474307200 | 2MASS J13512039-2423252 | TIC 72510218,67620,6720-01406-1,6190970236474307200,13512039-2423252,
218,363549733,TIC 363549733,"""TIC 363549733""",TIC 363549733,171.68884050 3.01309960,171.6888405,3.0130996,54.9177,6.48616,4.747,5438.0,0.7749236,36.77687902,87.92255748,58.9873432103744,2,4.91561193419786,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 99491,83 Leo A,HD 99491 | HR 4414 | 83 Leo A | HIP 55846 | TYC 267-1191-1 | Gaia DR3 3812355328621651328 | Gaia DR2 3812355328621651328 | 2MASS J11264531+0300475 | TIC 363549733,55846,0267-01191-1,3812355328621651328,11264531+0300475,
219,157324520,TIC 157324520,"""TIC 157324520""",TIC 157324520,176.81586560 -30.28651039,176.8158656,-30.28651039,56.3677,6.48,4.798,5563.6,0.723674,36.29445479,86.26188193,52.1473685797574,2,4.34561404831312,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 102438,HD 102438,HD 102438 | HR 4525 | HIP 57507 | TYC 7217-698-1 | Gaia DR3 3480332916165099904 | Gaia DR2 3480332916165099904 | 2MASS J11471583-3017113 | TIC 157324520,57507,7217-00698-1,3480332916165099904,11471583-3017113,
220,153498031,TIC 153498031,"""TIC 153498031""",TIC 153498031,93.30209478 10.62714261,93.30209478,10.62714261,53.6335,6.45636,4.849,5730.0,0.8081403,36.24917966,85.50258629,62.5112309544122,2,5.20926924620102,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 42807,HD 42807,HD 42807 | HR 2208 | HIP 29525 | TYC 734-2214-1 | Gaia DR3 3330062833797919744 | Gaia DR2 3330062833797919744 | 2MASS J06131250+1037374 | TIC 153498031,29525,0734-02214-1,3330062833797919744,06131250+1037374,
221,1925740387,TIC 1925740387,"""TIC 1925740387""",TIC 1925740387,290.37386570 -34.98343231,290.3738657,-34.98343231,50.2864,6.4531,4.926000118,5809.0,0.8737592,35.22737949,82.79977354,79.2537682291863,2,6.60448068576553,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 181321,HD 181321,HD 181321 | HR 7330 | HIP 95149 | TYC 7432-2718-1 | Gaia DR3 6742873637093574400 | Gaia DR2 6742873637093574400 | 2MASS J19212974-3459002 | TIC 32360983 | TIC 1925740387,,,6742873637093574400,,
